Timestamp,Camera_ID,Local_Track_ID,Assigned_Global_ID,Ground_Truth_ID
256.39,Cam_17,1084,9,86
257.18,Cam_01,1085,26,20
257.86,Cam_03,1086,3,135
258.79,Cam_11,1087,2,28
260.00,Cam_06,1088,13,109
260.11,Cam_05,1089,27,46
262.13,Cam_19,1090,5,127
262.45,Cam_20,1091,28,98
264.05,Cam_01,1092,26,2
268.25,Cam_19,1093,5,13
269.52,Cam_01,1094,8,72
269.71,Cam_17,1095,9,45
269.88,Cam_19,1096,28,142
269.91,Cam_18,1097,21,95
272.26,Cam_02,1098,16,103
276.76,Cam_01,1099,16,17
278.96,Cam_09,1100,4,116
279.00,Cam_13,1101,6,102
282.69,Cam_04,1102,7,94
283.99,Cam_01,1103,16,20
284.18,Cam_11,1104,10,104
285.59,Cam_11,1105,2,54
286.88,Cam_19,1106,28,98
291.73,Cam_01,1107,16,78
293.54,Cam_05,1108,13,117
295.50,Cam_03,1109,29,77
295.78,Cam_14,1110,6,89
296.43,Cam_04,1111,7,21
296.52,Cam_04,1112,3,125
299.53,Cam_04,1113,23,33
299.66,Cam_17,1114,30,56
300.32,Cam_04,1115,7,126
300.38,Cam_14,1116,31,85
301.26,Cam_11,1117,2,28
304.82,Cam_01,1118,16,2
306.65,Cam_19,1119,28,128
307.48,Cam_17,1120,30,86
308.18,Cam_02,1121,17,31
308.82,Cam_01,1122,16,123
310.20,Cam_03,1123,3,135
311.36,Cam_06,1124,1,136
313.35,Cam_14,1125,6,106
316.55,Cam_16,1126,32,68
319.07,Cam_17,1127,21,95
319.35,Cam_20,1128,5,142
319.54,Cam_11,1129,2,28
319.78,Cam_05,1130,7,125
320.55,Cam_13,1131,15,18
321.99,Cam_05,1132,23,33
323.80,Cam_02,1133,8,78
323.98,Cam_17,1134,30,56
324.06,Cam_11,1135,2,81
325.51,Cam_12,1136,25,104
329.66,Cam_03,1137,3,135
329.70,Cam_12,1138,25,54
331.27,Cam_07,1139,22,96
332.51,Cam_16,1140,32,68
333.78,Cam_18,1141,9,127
335.92,Cam_05,1142,7,12
336.70,Cam_08,1143,4,23
337.62,Cam_07,1144,1,62
337.80,Cam_16,1145,30,45
337.87,Cam_13,1146,15,18
338.29,Cam_17,1147,9,75
338.47,Cam_19,1148,5,76
340.42,Cam_14,1149,33,89
341.08,Cam_13,1150,6,43
341.26,Cam_01,1151,34,123
344.08,Cam_02,1152,26,72
344.22,Cam_06,1153,23,33
347.56,Cam_10,1154,2,116
348.09,Cam_16,1155,30,86
348.31,Cam_13,1156,31,85
348.42,Cam_05,1157,24,100
349.90,Cam_17,1158,9,75
350.53,Cam_12,1159,10,102
351.43,Cam_16,1160,21,95
353.18,Cam_05,1161,7,109
354.55,Cam_11,1162,25,8
354.84,Cam_20,1163,28,60
355.30,Cam_02,1164,26,130
355.52,Cam_06,1165,13,16
355.83,Cam_02,1166,16,17
355.88,Cam_19,1167,5,127
358.81,Cam_14,1168,35,115
359.82,Cam_18,1169,9,56
361.09,Cam_02,1170,26,2
361.21,Cam_01,1171,8,103
362.97,Cam_09,1172,4,116
366.43,Cam_13,1173,33,34
367.23,Cam_04,1174,3,21
368.97,Cam_05,1175,7,46
371.19,Cam_10,1176,36,25
372.10,Cam_15,1177,30,19
375.80,Cam_02,1178,26,123
376.46,Cam_05,1179,7,125
377.49,Cam_01,1180,17,31
379.14,Cam_04,1181,3,12
379.76,Cam_18,1182,9,98
381.11,Cam_03,1183,16,135
381.55,Cam_14,1184,6,43
383.59,Cam_12,1185,15,18
384.60,Cam_02,1186,26,103
385.01,Cam_05,1187,23,33
385.17,Cam_15,1188,37,27
385.93,Cam_19,1189,28,13
391.51,Cam_11,1190,2,102
391.96,Cam_03,1191,38,77
392.62,Cam_11,1192,36,25
394.97,Cam_03,1193,16,94
396.49,Cam_01,1194,26,20
399.43,Cam_12,1195,25,104
400.77,Cam_19,1196,28,60
403.71,Cam_13,1197,10,34
403.97,Cam_04,1198,24,100
404.28,Cam_18,1199,5,75
404.91,Cam_13,1200,6,108
409.64,Cam_07,1201,13,47
409.71,Cam_08,1202,1,62
412.17,Cam_03,1203,16,2
412.53,Cam_06,1204,7,117
412.82,Cam_04,1205,39,126
412.97,Cam_06,1206,22,96
414.39,Cam_12,1207,25,102
415.05,Cam_03,1208,3,17
416.62,Cam_09,1209,40,116
416.72,Cam_18,1210,5,76
418.22,Cam_13,1211,6,54
418.34,Cam_19,1212,9,127
418.50,Cam_04,1213,16,46
419.45,Cam_15,1214,41,106
421.88,Cam_03,1215,3,103
423.24,Cam_06,1216,7,109
423.71,Cam_20,1217,28,128
424.70,Cam_08,1218,4,47
424.96,Cam_20,1219,9,22
425.21,Cam_12,1220,25,108
426.93,Cam_09,1221,42,35
427.58,Cam_11,1222,43,81
427.64,Cam_07,1223,13,23
428.00,Cam_05,1224,16,136
428.18,Cam_16,1225,30,86
429.01,Cam_12,1226,31,85
429.43,Cam_13,1227,6,34
429.92,Cam_17,1228,44,45
429.97,Cam_12,1229,33,28
431.78,Cam_04,1230,45,100
432.24,Cam_15,1231,41,19
433.69,Cam_05,1232,16,125
434.09,Cam_19,1233,5,142
434.62,Cam_02,1234,8,78
435.00,Cam_03,1235,3,103
438.53,Cam_01,1236,46,20
439.36,Cam_09,1237,40,116
439.45,Cam_17,1238,30,86
440.24,Cam_16,1239,47,68
440.34,Cam_12,1240,33,53
440.43,Cam_08,1241,4,62
442.25,Cam_12,1242,2,104
443.48,Cam_14,1243,10,89
446.43,Cam_10,1244,36,25
447.22,Cam_03,1245,3,21
447.64,Cam_15,1246,48,27
448.66,Cam_04,1247,16,12
453.38,Cam_17,1248,30,56
453.99,Cam_11,1249,15,18
454.02,Cam_04,1250,38,77
456.92,Cam_02,1251,26,94
457.39,Cam_02,1252,46,20
458.00,Cam_03,1253,3,78
458.12,Cam_08,1254,4,23
458.61,Cam_02,1255,8,72
459.18,Cam_16,1256,47,68
460.29,Cam_03,1257,16,21
460.69,Cam_11,1258,15,28
461.53,Cam_16,1259,41,95
464.10,Cam_20,1260,5,60
464.43,Cam_13,1261,25,89
464.85,Cam_03,1262,39,126
465.96,Cam_13,1263,33,57
467.08,Cam_04,1264,16,12
467.71,Cam_02,1265,26,135
467.90,Cam_02,1266,3,149
469.30,Cam_12,1267,6,8
469.64,Cam_14,1268,33,43
470.29,Cam_20,1269,5,22
471.07,Cam_11,1270,2,55
472.08,Cam_03,1271,39,91
472.25,Cam_05,1272,7,16
472.98,Cam_14,1273,33,19
474.58,Cam_03,1274,39,130
474.67,Cam_13,1275,25,115
476.14,Cam_02,1276,17,31
476.76,Cam_14,1277,33,57
478.03,Cam_18,1278,44,75
478.55,Cam_10,1279,42,35
479.68,Cam_12,1280,15,18
480.19,Cam_19,1281,28,13
482.69,Cam_20,1282,5,128
483.25,Cam_03,1283,39,123
483.90,Cam_05,1284,22,96
486.35,Cam_15,1285,47,68
487.31,Cam_19,1286,9,127
487.88,Cam_08,1287,49,26
488.10,Cam_05,1288,7,83
488.20,Cam_08,1289,13,62
488.44,Cam_03,1290,39,103
490.60,Cam_11,1291,2,108
491.26,Cam_18,1292,44,98
493.23,Cam_02,1293,3,72
493.42,Cam_08,1294,13,23
493.88,Cam_19,1295,28,76
494.08,Cam_04,1296,16,2
494.54,Cam_19,1297,9,128
496.45,Cam_11,1298,2,79
502.34,Cam_04,1299,16,17
503.49,Cam_08,1300,13,62
503.98,Cam_20,1301,5,22
504.73,Cam_15,1302,41,95
505.59,Cam_12,1303,50,39
505.97,Cam_15,1304,10,57
509.18,Cam_15,1305,41,19
509.73,Cam_03,1306,8,46
509.97,Cam_16,1307,30,86
510.45,Cam_13,1308,6,54
510.78,Cam_04,1309,16,16
512.82,Cam_03,1310,45,100
514.08,Cam_03,1311,38,77
514.10,Cam_06,1312,7,136
515.03,Cam_20,1313,5,37
515.45,Cam_01,1314,26,149
515.64,Cam_07,1315,4,47
516.16,Cam_19,1316,44,142
516.30,Cam_09,1317,36,143
516.80,Cam_13,1318,33,53
518.00,Cam_02,1319,39,126
518.10,Cam_03,1320,8,78
518.53,Cam_11,1321,31,85
520.90,Cam_16,1322,30,45
522.21,Cam_13,1323,6,34
523.78,Cam_01,1324,46,135
523.80,Cam_06,1325,7,117
524.34,Cam_16,1326,30,19
524.61,Cam_05,1327,16,12
524.68,Cam_13,1328,33,110
525.04,Cam_04,1329,51,125
525.24,Cam_14,1330,25,106
527.09,Cam_14,1331,10,43
529.01,Cam_07,1332,4,136
530.46,Cam_15,1333,30,140
532.70,Cam_11,1334,52,102
533.54,Cam_18,1335,28,56
533.59,Cam_03,1336,8,2
534.27,Cam_07,1337,49,26
534.78,Cam_12,1338,2,28
535.11,Cam_10,1339,53,35
536.58,Cam_11,1340,52,81
537.46,Cam_17,1341,28,40
539.13,Cam_07,1342,4,109
539.90,Cam_08,1343,54,47
540.45,Cam_18,1344,9,7
541.35,Cam_19,1345,5,60
547.08,Cam_03,1346,3,122
547.67,Cam_03,1347,39,91
547.88,Cam_13,1348,50,53
548.25,Cam_18,1349,9,98
548.56,Cam_11,1350,15,8
548.68,Cam_03,1351,55,5
549.24,Cam_09,1352,13,143
549.57,Cam_11,1353,52,145
549.75,Cam_14,1354,41,15
550.28,Cam_20,1355,44,13
550.91,Cam_11,1356,2,79
551.03,Cam_12,1357,6,110
551.59,Cam_15,1358,30,86
552.08,Cam_02,1359,26,149
552.82,Cam_19,1360,5,82
553.18,Cam_09,1361,13,23
553.27,Cam_12,1362,33,81
553.50,Cam_20,1363,44,76
554.09,Cam_14,1364,48,27
554.84,Cam_11,1365,15,18
555.46,Cam_09,1366,56,25
556.29,Cam_09,1367,57,116
557.07,Cam_12,1368,6,89
557.73,Cam_17,1369,28,56
558.12,Cam_03,1370,58,77
558.74,Cam_10,1371,59,10
560.41,Cam_08,1372,54,47
561.25,Cam_02,1373,26,130
561.33,Cam_15,1374,30,45
561.84,Cam_03,1375,3,103
562.24,Cam_01,1376,60,20
562.48,Cam_18,1377,9,127
563.82,Cam_16,1378,28,19
565.81,Cam_03,1379,39,91
565.86,Cam_14,1380,41,57
566.43,Cam_07,1381,7,62
567.84,Cam_03,1382,51,125
568.06,Cam_06,1383,49,26
569.02,Cam_04,1384,55,5
570.61,Cam_15,1385,61,68
573.77,Cam_11,1386,33,55
574.59,Cam_15,1387,30,43
574.86,Cam_01,1388,26,94
575.61,Cam_03,1389,39,123
575.79,Cam_14,1390,50,115
577.47,Cam_06,1391,16,12
578.36,Cam_18,1392,9,75
578.39,Cam_06,1393,4,83
579.11,Cam_02,1394,46,21
579.67,Cam_03,1395,3,5
580.15,Cam_04,1396,45,100
582.00,Cam_10,1397,36,3
582.49,Cam_09,1398,62,93
583.23,Cam_10,1399,52,102
583.31,Cam_17,1400,28,98
584.00,Cam_12,1401,33,39
585.26,Cam_16,1402,30,69
585.95,Cam_03,1403,39,72
586.00,Cam_12,1404,2,55
587.23,Cam_02,1405,63,31
587.71,Cam_03,1406,3,16
587.96,Cam_03,1407,64,24
588.72,Cam_15,1408,10,43
590.92,Cam_09,1409,52,129
593.64,Cam_14,1410,50,74
593.68,Cam_20,1411,5,60
596.30,Cam_06,1412,22,96
596.67,Cam_10,1413,36,102
597.34,Cam_08,1414,13,47
597.56,Cam_01,1415,26,130
598.96,Cam_15,1416,10,15
599.20,Cam_10,1417,52,108
599.23,Cam_04,1418,8,2
599.43,Cam_02,1419,46,46
599.59,Cam_18,1420,9,7
600.98,Cam_19,1421,44,128
601.24,Cam_04,1422,3,122
602.07,Cam_04,1423,39,91
602.63,Cam_01,1424,26,147
603.16,Cam_20,1425,5,13
604.36,Cam_19,1426,44,76
604.42,Cam_15,1427,25,115
605.10,Cam_19,1428,9,37
606.29,Cam_14,1429,50,74
606.30,Cam_19,1430,5,63
606.97,Cam_04,1431,45,100
607.51,Cam_16,1432,28,43
608.13,Cam_10,1433,52,129
608.87,Cam_02,1434,26,71
608.92,Cam_12,1435,31,85
609.28,Cam_20,1436,5,22
609.35,Cam_01,1437,46,130
610.17,Cam_05,1438,16,17
610.21,Cam_07,1439,54,117
611.96,Cam_19,1440,44,75
612.00,Cam_09,1441,13,108
612.73,Cam_05,1442,49,26
612.87,Cam_20,1443,5,82
614.01,Cam_17,1444,30,7
614.20,Cam_02,1445,60,20
614.27,Cam_15,1446,25,140
615.01,Cam_02,1447,46,78
615.77,Cam_20,1448,5,120
615.89,Cam_18,1449,9,142
616.62,Cam_04,1450,39,103
618.03,Cam_09,1451,13,143
618.67,Cam_12,1452,65,34
620.48,Cam_10,1453,66,35
620.69,Cam_16,1454,28,69
621.54,Cam_09,1455,13,129
622.42,Cam_16,1456,10,15
624.74,Cam_18,1457,9,128
625.02,Cam_09,1458,36,25
626.00,Cam_08,1459,57,116
626.27,Cam_18,1460,30,142
627.58,Cam_17,1461,10,107
627.81,Cam_17,1462,28,40
627.81,Cam_06,1463,7,62
628.18,Cam_05,1464,55,91
628.63,Cam_19,1465,44,60
629.97,Cam_14,1466,25,54
630.92,Cam_19,1467,5,120
631.60,Cam_16,1468,28,45
632.80,Cam_10,1469,13,23
633.91,Cam_01,1470,26,71
634.24,Cam_17,1471,10,7
635.26,Cam_11,1472,33,34
635.39,Cam_02,1473,51,123
635.72,Cam_14,1474,25,53
635.78,Cam_15,1475,41,106
636.75,Cam_13,1476,2,28
637.35,Cam_07,1477,4,133
637.61,Cam_03,1478,3,126
637.67,Cam_02,1479,46,135
638.06,Cam_03,1480,63,31
639.39,Cam_03,1481,8,114
639.68,Cam_12,1482,33,110
640.67,Cam_04,1483,49,26
641.69,Cam_04,1484,16,17
643.31,Cam_04,1485,3,72
643.67,Cam_19,1486,5,13
644.79,Cam_19,1487,67,112
645.15,Cam_11,1488,52,14
645.86,Cam_16,1489,28,7
646.70,Cam_11,1490,6,55
647.55,Cam_08,1491,54,117
647.66,Cam_07,1492,4,136
648.71,Cam_16,1493,28,86
649.16,Cam_16,1494,10,115
649.22,Cam_14,1495,25,57
649.68,Cam_02,1496,46,16
651.51,Cam_09,1497,68,93
652.29,Cam_03,1498,39,149
652.55,Cam_19,1499,5,75
653.13,Cam_11,1500,59,10
653.46,Cam_18,1501,44,127
653.52,Cam_14,1502,25,59
654.30,Cam_02,1503,46,1
656.96,Cam_07,1504,4,109
657.86,Cam_11,1505,6,79
657.87,Cam_18,1506,44,56
658.20,Cam_17,1507,9,15
658.40,Cam_02,1508,58,77
659.27,Cam_01,1509,51,94
659.40,Cam_08,1510,69,61
659.47,Cam_03,1511,39,65
659.52,Cam_10,1512,15,137
660.81,Cam_05,1513,49,26
661.53,Cam_13,1514,50,81
662.20,Cam_15,1515,25,115
663.17,Cam_10,1516,15,8
663.21,Cam_12,1517,2,89
665.47,Cam_07,1518,4,119
665.79,Cam_03,1519,70,31
667.73,Cam_05,1520,7,83
668.55,Cam_12,1521,2,145
669.27,Cam_20,1522,5,82
669.45,Cam_15,1523,48,27
669.94,Cam_08,1524,4,108
671.30,Cam_04,1525,64,24
671.48,Cam_03,1526,45,100
672.36,Cam_01,1527,51,135
672.88,Cam_02,1528,26,5
673.55,Cam_14,1529,41,28
674.42,Cam_17,1530,30,7
674.77,Cam_17,1531,9,43
675.01,Cam_06,1532,55,91
675.68,Cam_07,1533,69,61
675.86,Cam_19,1534,44,13
676.22,Cam_02,1535,8,125
677.48,Cam_04,1536,39,122
677.75,Cam_19,1537,5,121
678.75,Cam_01,1538,46,46
679.87,Cam_19,1539,44,70
680.70,Cam_05,1540,7,83
680.79,Cam_01,1541,8,78
681.13,Cam_16,1542,25,19
681.43,Cam_16,1543,30,140
681.52,Cam_02,1544,26,71
682.31,Cam_19,1545,5,120
683.44,Cam_15,1546,28,54
683.79,Cam_11,1547,65,23
683.93,Cam_04,1548,49,26
684.82,Cam_05,1549,16,12
684.93,Cam_02,1550,26,30
685.32,Cam_20,1551,44,63
686.92,Cam_18,1552,67,112
687.51,Cam_18,1553,5,76
687.63,Cam_09,1554,13,117
689.26,Cam_15,1555,10,53
689.69,Cam_11,1556,31,85
690.48,Cam_10,1557,68,93
692.00,Cam_19,1558,5,22
692.34,Cam_13,1559,33,74
692.65,Cam_13,1560,2,89
693.50,Cam_02,1561,26,21
693.66,Cam_11,1562,65,55
693.80,Cam_08,1563,36,133
694.25,Cam_02,1564,51,149
694.62,Cam_01,1565,8,78
695.26,Cam_19,1566,5,75
695.27,Cam_18,1567,9,98
695.74,Cam_19,1568,44,82
696.45,Cam_01,1569,46,16
698.48,Cam_02,1570,26,94
698.79,Cam_11,1571,71,39
699.24,Cam_04,1572,39,2
699.49,Cam_11,1573,65,3
701.23,Cam_08,1574,69,61
701.27,Cam_07,1575,57,116
701.49,Cam_06,1576,7,136
703.78,Cam_13,1577,2,89
705.10,Cam_10,1578,59,10
707.07,Cam_20,1579,5,60
707.25,Cam_02,1580,51,5
707.56,Cam_16,1581,28,115
709.26,Cam_06,1582,7,109
709.30,Cam_16,1583,10,43
709.77,Cam_02,1584,26,131
709.78,Cam_11,1585,66,35
710.10,Cam_18,1586,9,40
711.42,Cam_02,1587,72,77
712.55,Cam_03,1588,3,1
714.21,Cam_02,1589,51,147
714.56,Cam_16,1590,28,92
714.64,Cam_04,1591,39,126
716.18,Cam_01,1592,46,46
716.20,Cam_11,1593,15,137
716.37,Cam_07,1594,57,116
717.72,Cam_12,1595,6,55
717.78,Cam_17,1596,30,45
718.29,Cam_06,1597,7,83
718.39,Cam_03,1598,3,80
718.81,Cam_05,1599,55,103
719.92,Cam_18,1600,9,128
721.38,Cam_10,1601,31,85
722.01,Cam_17,1602,25,76
722.19,Cam_02,1603,26,149
722.47,Cam_17,1604,30,58
722.62,Cam_02,1605,51,130
722.64,Cam_18,1606,44,37
724.83,Cam_16,1607,28,69
724.85,Cam_14,1608,50,44
726.07,Cam_08,1609,13,129
726.39,Cam_11,1610,59,10
727.45,Cam_02,1611,26,147
728.13,Cam_16,1612,10,7
728.35,Cam_02,1613,51,20
728.64,Cam_19,1614,73,48
729.18,Cam_05,1615,55,17
729.22,Cam_10,1616,52,143
729.59,Cam_19,1617,5,60
729.63,Cam_06,1618,7,12
729.67,Cam_16,1619,28,106
730.17,Cam_14,1620,33,81
730.67,Cam_10,1621,65,34
730.98,Cam_17,1622,30,107
731.60,Cam_05,1623,49,144
731.68,Cam_12,1624,6,110
731.88,Cam_19,1625,9,22
732.85,Cam_02,1626,26,94
733.34,Cam_16,1627,10,54
734.74,Cam_04,1628,16,1
735.32,Cam_03,1629,3,72
736.85,Cam_03,1630,39,118
737.35,Cam_09,1631,36,25
738.90,Cam_07,1632,4,62
739.54,Cam_03,1633,3,123
740.07,Cam_03,1634,74,31
741.82,Cam_17,1635,30,140
741.95,Cam_17,1636,25,86
744.78,Cam_07,1637,4,136
746.22,Cam_08,1638,75,61
746.22,Cam_14,1639,33,99
747.29,Cam_06,1640,7,83
747.51,Cam_02,1641,26,135
747.56,Cam_03,1642,76,26
747.69,Cam_19,1643,9,98
747.81,Cam_01,1644,77,78
748.59,Cam_11,1645,65,34
748.88,Cam_18,1646,5,127
749.19,Cam_10,1647,15,8
749.62,Cam_01,1648,51,130
750.41,Cam_20,1649,9,60
751.09,Cam_17,1650,30,56
752.67,Cam_02,1651,8,114
752.80,Cam_04,1652,16,122
754.53,Cam_14,1653,2,57
754.91,Cam_16,1654,10,43
756.19,Cam_08,1655,4,136
756.22,Cam_10,1656,65,14
756.43,Cam_08,1657,36,119
756.82,Cam_19,1658,44,13
757.95,Cam_16,1659,10,69
758.04,Cam_14,1660,33,59
758.16,Cam_03,1661,3,1
758.31,Cam_13,1662,78,111
759.31,Cam_11,1663,52,145
760.73,Cam_05,1664,7,17
761.63,Cam_17,1665,30,15
762.94,Cam_02,1666,8,125
763.80,Cam_14,1667,2,41
763.99,Cam_10,1668,65,3
764.34,Cam_17,1669,28,115
764.42,Cam_12,1670,79,79
764.76,Cam_06,1671,55,62
764.88,Cam_16,1672,10,92
765.29,Cam_03,1673,3,147
765.58,Cam_10,1674,80,85
766.06,Cam_14,1675,33,44
766.26,Cam_05,1676,7,91
766.65,Cam_14,1677,48,27
766.83,Cam_20,1678,9,75
767.06,Cam_09,1679,13,108
767.54,Cam_17,1680,30,58
770.92,Cam_09,1681,13,129
771.57,Cam_01,1682,26,71
771.65,Cam_07,1683,4,109
771.72,Cam_14,1684,2,99
772.01,Cam_18,1685,73,48
772.10,Cam_03,1686,3,122
772.59,Cam_20,1687,9,121
772.64,Cam_04,1688,49,144
773.77,Cam_12,1689,52,89
774.87,Cam_13,1690,50,74
775.46,Cam_10,1691,65,3
776.45,Cam_15,1692,41,57
777.21,Cam_01,1693,26,149
777.57,Cam_01,1694,8,30
777.92,Cam_04,1695,39,65
778.96,Cam_05,1696,7,12
779.28,Cam_18,1697,25,76
779.47,Cam_14,1698,33,53
780.50,Cam_07,1699,81,4
781.40,Cam_18,1700,44,37
782.65,Cam_13,1701,6,41
783.33,Cam_04,1702,49,144
783.76,Cam_19,1703,5,13
783.93,Cam_02,1704,46,123
784.92,Cam_04,1705,39,72
786.07,Cam_04,1706,45,100
786.71,Cam_02,1707,51,1
786.72,Cam_04,1708,3,2
788.42,Cam_20,1709,9,121
789.04,Cam_14,1710,33,28
789.50,Cam_03,1711,64,24
789.69,Cam_09,1712,31,85
790.33,Cam_10,1713,71,39
792.09,Cam_15,1714,41,43
792.77,Cam_18,1715,44,82
793.44,Cam_20,1716,9,70
794.04,Cam_19,1717,5,120
794.10,Cam_17,1718,10,29
794.27,Cam_09,1719,36,133
794.44,Cam_09,1720,68,93
794.49,Cam_06,1721,4,17
794.73,Cam_08,1722,13,117
795.16,Cam_10,1723,59,10
795.59,Cam_03,1724,16,21
795.86,Cam_03,1725,46,131
797.89,Cam_19,1726,5,63
799.16,Cam_02,1727,51,6
799.60,Cam_07,1728,81,4
799.76,Cam_14,1729,33,59
800.64,Cam_08,1730,57,116
802.14,Cam_14,1731,50,74
802.16,Cam_15,1732,41,69
803.00,Cam_11,1733,52,14
804.13,Cam_17,1734,67,112
804.82,Cam_13,1735,2,53
805.20,Cam_18,1736,44,40
805.39,Cam_11,1737,65,110
805.56,Cam_17,1738,10,138
808.79,Cam_08,1739,82,61
809.25,Cam_15,1740,41,99
809.58,Cam_05,1741,55,62
811.22,Cam_10,1742,68,93
811.72,Cam_04,1743,7,122
812.40,Cam_03,1744,16,126
813.83,Cam_12,1745,66,35
813.96,Cam_11,1746,79,79
814.26,Cam_07,1747,81,4
814.47,Cam_11,1748,15,137
814.59,Cam_08,1749,13,109
815.55,Cam_09,1750,36,129
815.70,Cam_04,1751,74,31
819.26,Cam_17,1752,10,7
819.49,Cam_16,1753,28,45
819.90,Cam_05,1754,55,52
819.98,Cam_12,1755,78,41
820.08,Cam_13,1756,48,27
820.39,Cam_19,1757,25,121
820.43,Cam_17,1758,44,106
820.96,Cam_03,1759,16,5
821.35,Cam_12,1760,83,111
821.67,Cam_10,1761,52,51
822.66,Cam_18,1762,30,40
822.70,Cam_01,1763,72,77
822.97,Cam_10,1764,68,93
823.11,Cam_01,1765,51,114
823.26,Cam_08,1766,13,108
823.70,Cam_14,1767,6,99
824.22,Cam_11,1768,65,105
824.24,Cam_16,1769,28,140
824.50,Cam_03,1770,39,125
825.54,Cam_16,1771,41,107
825.59,Cam_06,1772,55,103
826.99,Cam_05,1773,3,122
827.30,Cam_10,1774,36,25
827.95,Cam_12,1775,2,55
828.86,Cam_18,1776,30,22
829.03,Cam_02,1777,76,26
829.16,Cam_04,1778,7,118
830.32,Cam_02,1779,26,147
830.32,Cam_03,1780,16,94
831.00,Cam_01,1781,51,149
831.13,Cam_12,1782,78,34
831.35,Cam_07,1783,4,119
831.40,Cam_13,1784,33,89
831.58,Cam_04,1785,46,80
832.19,Cam_03,1786,84,20
832.90,Cam_10,1787,52,8
833.16,Cam_10,1788,36,133
834.77,Cam_02,1789,8,5
835.89,Cam_16,1790,28,106
837.38,Cam_18,1791,30,58
838.29,Cam_07,1792,81,4
838.71,Cam_18,1793,5,15
839.71,Cam_18,1794,44,128
840.06,Cam_01,1795,51,123
840.72,Cam_15,1796,41,107
840.79,Cam_17,1797,10,56
841.02,Cam_20,1798,25,63
841.19,Cam_16,1799,28,92
841.51,Cam_18,1800,30,138
842.01,Cam_11,1801,65,145
842.36,Cam_02,1802,26,135
844.09,Cam_10,1803,52,110
844.37,Cam_10,1804,36,129
845.36,Cam_15,1805,50,54
845.46,Cam_09,1806,82,8
846.40,Cam_04,1807,46,90
846.56,Cam_08,1808,13,108
846.66,Cam_11,1809,65,105
847.05,Cam_01,1810,72,77
848.13,Cam_18,1811,67,112
848.56,Cam_11,1812,2,143
848.60,Cam_04,1813,7,2
848.79,Cam_13,1814,33,74
849.36,Cam_16,1815,28,106
849.50,Cam_17,1816,30,140
849.85,Cam_01,1817,51,71
